SiteID,Lat,Long,SpCode,CC,Family,Genus,Species,Name,lifeform
KL37,-32.1204,117.7631,MESPRE,,Cyperaceae,Mesomelaena,preissii,Mesomelaena preissii,perennial sedge
KL37,-32.1204,117.7631,SCHPLE,,Cyperaceae,Schoenus,pleiostemoneus,Schoenus pleiostemoneus,perennial sedge
KL38,-32.1168,117.758,MESPRE,,Cyperaceae,Mesomelaena,preissii,Mesomelaena preissii,perennial sedge
KL39,-32.1169,117.749,LEPAFFSQ,,Cyperaceae,Lepidosperma,aff.,Lepidosperma aff.,NA
KL39,-32.1169,117.749,LEPDRU,,Cyperaceae,Lepidosperma,drummondii,Lepidosperma drummondii,perennial sedge
KL39,-32.1169,117.749,LEPTEN_A,,Cyperaceae,Lepidosperma,tenue,Lepidosperma tenue,perennial sedge
KL40,-32.1078,117.7514,CAUDIO,,Cyperaceae,Caustis,dioica,Caustis dioica,perennial sedge
KL40,-32.1078,117.7514,LEPBRU,,Cyperaceae,Lepidosperma,brunonianum,Lepidosperma brunonianum,perennial sedge
KL40,-32.1078,117.7514,SCHVAFBR,,Cyperaceae,Schoenus,vel.,Schoenus vel.,NA
KL40,-32.1078,117.7514,MESPRE,,Cyperaceae,Mesomelaena,preissii,Mesomelaena preissii,perennial sedge
KL40,-32.1078,117.7514,SCHPLE,,Cyperaceae,Schoenus,pleiostemoneus,Schoenus pleiostemoneus,perennial sedge
KL40,-32.1078,117.7514,TETOCT,,Cyperaceae,Tetraria,octandra,Tetraria octandra,perennial sedge
KL42,-32.1037,117.749,LEPSP._D,,Cyperaceae,Lepidosperma,sp.K,Lepidosperma sp.K,NA
KL42,-32.1037,117.749,LEPTEN_A,,Cyperaceae,Lepidosperma,tenue,Lepidosperma tenue,perennial sedge
KL42,-32.1037,117.749,SCHHEX,,Cyperaceae,Schoenus,hexandrus,Schoenus hexandrus,perennial sedge
KL44,-32.114,117.7759,SCHPLE,,Cyperaceae,Schoenus,pleiostemoneus,Schoenus pleiostemoneus,perennial sedge
KL45,-32.1081,117.7976,CAUDIO,,Cyperaceae,Caustis,dioica,Caustis dioica,perennial sedge
KL45,-32.1081,117.7976,LEPCOS,,Cyperaceae,Lepidosperma,costale,Lepidosperma costale,perennial sedge
KL45,-32.1081,117.7976,MESPRE,,Cyperaceae,Mesomelaena,preissii,Mesomelaena preissii,perennial sedge
KL45,-32.1081,117.7976,SCHVAFBR,,Cyperaceae,Schoenus,vel.,Schoenus vel.,NA
KL47,-32.1108,117.7859,LEPBRU,,Cyperaceae,Lepidosperma,brunonianum,Lepidosperma brunonianum,perennial sedge
KN01,-32.6747,118.3361,SCHNAN,,Cyperaceae,Schoenus,nanus,Schoenus nanus,annual sedge
KN02,-32.7208,118.2831,LEPSP._C,,Cyperaceae,Lepidosperma,sp.P1,Lepidosperma sp.P1,NA
KN02,-32.7208,118.2831,MESPRE,,Cyperaceae,Mesomelaena,preissii,Mesomelaena preissii,perennial sedge
KN02,-32.7208,118.2831,SCHSP._A,,Cyperaceae,Schoenus,sp.A1,Schoenus sp.A1,NA
KN02,-32.7208,118.2831,SCHNAN,,Cyperaceae,Schoenus,nanus,Schoenus nanus,annual sedge
KN02,-32.7208,118.2831,SCHOSPPB,,Cyperaceae,Schoenus,sp.,Schoenus sp.,NA
KN02,-32.7208,118.2831,SCHPLE,,Cyperaceae,Schoenus,pleiostemoneus,Schoenus pleiostemoneus,perennial sedge
KN02,-32.7208,118.2831,SCHSUB_D,,Cyperaceae,Schoenus,subflavus,Schoenus subflavus,perennial sedge
KN03,-32.7369,118.2711,CAUDIO,,Cyperaceae,Caustis,dioica,Caustis dioica,perennial sedge
KN03,-32.7369,118.2711,SCHSUB_D,,Cyperaceae,Schoenus,subflavus,Schoenus subflavus,perennial sedge
KN03,-32.7369,118.2711,SCHPLE,,Cyperaceae,Schoenus,pleiostemoneus,Schoenus pleiostemoneus,perennial sedge
KN04,-32.9422,118.3036,SCHNAN,,Cyperaceae,Schoenus,nanus,Schoenus nanus,annual sedge
KN05,-32.4997,118.5514,LEPSP._A,,Cyperaceae,Lepidosperma,sp.A2,Lepidosperma sp.A2,NA
KN05,-32.4997,118.5514,SCHNAN,,Cyperaceae,Schoenus,nanus,Schoenus nanus,annual sedge
KN10,-32.3992,118.3867,SCHNAN,,Cyperaceae,Schoenus,nanus,Schoenus nanus,annual sedge
KN11,-32.3575,118.4961,LEPSP._C,,Cyperaceae,Lepidosperma,sp.P1,Lepidosperma sp.P1,NA
KN11,-32.3575,118.4961,SCHPLE,,Cyperaceae,Schoenus,pleiostemoneus,Schoenus pleiostemoneus,perennial sedge
KN11,-32.3575,118.4961,SCHNAN,,Cyperaceae,Schoenus,nanus,Schoenus nanus,annual sedge
KN11,-32.3575,118.4961,SCHBRE_B,,Cyperaceae,Schoenus,brevisetis,Schoenus brevisetis,perennial sedge
KN15,-32.2777,118.3296,SCHNAN,,Cyperaceae,Schoenus,nanus,Schoenus nanus,annual sedge
KN22,-32.3484,118.1389,LEPVIS,,Cyperaceae,Lepidosperma,viscidum,Lepidosperma viscidum,perennial sedge
KN22,-32.3484,118.1389,SCHNAN,,Cyperaceae,Schoenus,nanus,Schoenus nanus,annual sedge
KN22,-32.3484,118.1389,SCHNANDW,,Cyperaceae,Schoenus,nanus,Schoenus nanus,annual sedge
KN25,-32.3327,117.8474,CAUDIO,,Cyperaceae,Caustis,dioica,Caustis dioica,perennial sedge
KN25,-32.3327,117.8474,LEPLEP,,Cyperaceae,Lepidosperma,leptostachyum,Lepidosperma leptostachyum,perennial sedge
KN25,-32.3327,117.8474,SCHSUB_D,,Cyperaceae,Schoenus,subflavus,Schoenus subflavus,perennial sedge
KN25,-32.3327,117.8474,SCHPLE,,Cyperaceae,Schoenus,pleiostemoneus,Schoenus pleiostemoneus,perennial sedge
KN25,-32.3327,117.8474,MESPRE,,Cyperaceae,Mesomelaena,preissii,Mesomelaena preissii,perennial sedge
KN25,-32.3327,117.8474,SCHNAN,,Cyperaceae,Schoenus,nanus,Schoenus nanus,annual sedge
KN25,-32.3327,117.8474,SCHARM,,Cyperaceae,Schoenus,armeria,Schoenus armeria,perennial sedge
KN26,-32.37,117.5855,LEPRES,,Cyperaceae,Lepidosperma,resinosum,Lepidosperma resinosum,perennial sedge
KN26,-32.37,117.5855,MESPSE,,Cyperaceae,Mesomelaena,pseudostygia,Mesomelaena pseudostygia,perennial sedge
KN26,-32.37,117.5855,SCHSUB_D,,Cyperaceae,Schoenus,subflavus,Schoenus subflavus,perennial sedge
KN26,-32.37,117.5855,SCHPLE,,Cyperaceae,Schoenus,pleiostemoneus,Schoenus pleiostemoneus,perennial sedge
KN26,-32.37,117.5855,SCHNAN,,Cyperaceae,Schoenus,nanus,Schoenus nanus,annual sedge
KN26,-32.37,117.5855,SCHARM,,Cyperaceae,Schoenus,armeria,Schoenus armeria,perennial sedge
KN28,-32.4133,118.0924,LEPBRU,,Cyperaceae,Lepidosperma,brunonianum,Lepidosperma brunonianum,perennial sedge
KN28,-32.4133,118.0924,MESPRE,,Cyperaceae,Mesomelaena,preissii,Mesomelaena preissii,perennial sedge
KN28,-32.4133,118.0924,SCHSUB_D,,Cyperaceae,Schoenus,subflavus,Schoenus subflavus,perennial sedge
KN30,-32.3506,117.85,LEPVIS,,Cyperaceae,Lepidosperma,viscidum,Lepidosperma viscidum,perennial sedge
KN32,-32.349,117.8553,LEPRES,,Cyperaceae,Lepidosperma,resinosum,Lepidosperma resinosum,perennial sedge
KN33,-32.3501,117.8283,LEPVIS,,Cyperaceae,Lepidosperma,viscidum,Lepidosperma viscidum,perennial sedge
KN33,-32.3501,117.8283,LEPBEN,,Cyperaceae,Lepidosperma,benthamianum,Lepidosperma benthamianum,NA
KN33,-32.3501,117.8283,SCHPLE,,Cyperaceae,Schoenus,pleiostemoneus,Schoenus pleiostemoneus,perennial sedge
KN33,-32.3501,117.8283,LEPBRU,,Cyperaceae,Lepidosperma,brunonianum,Lepidosperma brunonianum,perennial sedge
KN36,-32.3351,117.8406,MESPRE,,Cyperaceae,Mesomelaena,preissii,Mesomelaena preissii,perennial sedge
KN38,-32.3358,117.8442,CAUDIO,,Cyperaceae,Caustis,dioica,Caustis dioica,perennial sedge
KN38,-32.3358,117.8442,SCHSP._H,,Cyperaceae,Schoenus,sp.,Schoenus sp.,NA
KN38,-32.3358,117.8442,LEPSP._C,,Cyperaceae,Lepidosperma,sp.P1,Lepidosperma sp.P1,NA
KN38,-32.3358,117.8442,MESPRE,,Cyperaceae,Mesomelaena,preissii,Mesomelaena preissii,perennial sedge
KN39,-32.3345,117.8344,LEPBRU,,Cyperaceae,Lepidosperma,brunonianum,Lepidosperma brunonianum,perennial sedge
KN39,-32.3345,117.8344,MESPRE,,Cyperaceae,Mesomelaena,preissii,Mesomelaena preissii,perennial sedge
KN39,-32.3345,117.8344,SCHHEX,,Cyperaceae,Schoenus,hexandrus,Schoenus hexandrus,perennial sedge
KN39,-32.3345,117.8344,SCHBRE_B,,Cyperaceae,Schoenus,brevisetis,Schoenus brevisetis,perennial sedge
KN40,-32.3371,117.8406,CAUDIO,,Cyperaceae,Caustis,dioica,Caustis dioica,perennial sedge
KN40,-32.3371,117.8406,MESPRE,,Cyperaceae,Mesomelaena,preissii,Mesomelaena preissii,perennial sedge
KN41,-32.352,117.8613,SCHHEX,,Cyperaceae,Schoenus,hexandrus,Schoenus hexandrus,perennial sedge
KN41,-32.352,117.8613,MESPRE,,Cyperaceae,Mesomelaena,preissii,Mesomelaena preissii,perennial sedge
KN41,-32.352,117.8613,LEPBRU,,Cyperaceae,Lepidosperma,brunonianum,Lepidosperma brunonianum,perennial sedge
KN42,-32.3388,117.8368,LEPTEN_A,,Cyperaceae,Lepidosperma,tenue,Lepidosperma tenue,perennial sedge
KN42,-32.3388,117.8368,LEPSP._D,,Cyperaceae,Lepidosperma,sp.K,Lepidosperma sp.K,NA
KN42,-32.3388,117.8368,LEPDRU,,Cyperaceae,Lepidosperma,drummondii,Lepidosperma drummondii,perennial sedge
KN42,-32.3388,117.8368,LEPBRU,,Cyperaceae,Lepidosperma,brunonianum,Lepidosperma brunonianum,perennial sedge
KN42,-32.3388,117.8368,MESPRE,,Cyperaceae,Mesomelaena,preissii,Mesomelaena preissii,perennial sedge
KN42,-32.3388,117.8368,SCHSUB_D,,Cyperaceae,Schoenus,subflavus,Schoenus subflavus,perennial sedge
KN42,-32.3388,117.8368,SCHLAN,,Cyperaceae,Schoenus,lanatus,Schoenus lanatus,perennial sedge
KN43,-32.3563,117.8423,LEPBRU,,Cyperaceae,Lepidosperma,brunonianum,Lepidosperma brunonianum,perennial sedge
LK02,-33.2036,119.715,LEPBRU,,Cyperaceae,Lepidosperma,brunonianum,Lepidosperma brunonianum,perennial sedge
LK04,-33.26,119.7578,LEPRES,,Cyperaceae,Lepidosperma,resinosum,Lepidosperma resinosum,perennial sedge
LK04,-33.26,119.7578,LEPBRU,,Cyperaceae,Lepidosperma,brunonianum,Lepidosperma brunonianum,perennial sedge
LK06,-33.2775,119.4953,SCHSUB_D,,Cyperaceae,Schoenus,subflavus,Schoenus subflavus,perennial sedge
LK06,-33.2775,119.4953,LEPSP._C,,Cyperaceae,Lepidosperma,sp.P1,Lepidosperma sp.P1,NA
LK06,-33.2775,119.4953,SCHOBT,,Cyperaceae,Schoenus,obtusifolius,Schoenus obtusifolius,perennial sedge
LK06,-33.2775,119.4953,SCHSUB_C,,Cyperaceae,Schoenus,subfascicularis,Schoenus subfascicularis,perennial sedge
LK06,-33.2775,119.4953,SCHSES,,Cyperaceae,Schoenus,sesquispiculus,Schoenus sesquispiculus,perennial sedge
LK06,-33.2775,119.4953,SCHGLO,,Cyperaceae,Schoenus,globifer,Schoenus globifer,perennial sedge
LK07,-33.3361,119.4942,LEPSP._D,,Cyperaceae,Lepidosperma,sp.K,Lepidosperma sp.K,NA
LK07,-33.3361,119.4942,LEPAFFRE,,Cyperaceae,Lepidosperma,aff.,Lepidosperma aff.,NA
LK08,-33.3436,119.525,LEPSP._A,,Cyperaceae,Lepidosperma,sp.A2,Lepidosperma sp.A2,NA
LK08,-33.3436,119.525,LEPBRU,,Cyperaceae,Lepidosperma,brunonianum,Lepidosperma brunonianum,perennial sedge
LK10,-33.0419,119.9911,LEPBRU,,Cyperaceae,Lepidosperma,brunonianum,Lepidosperma brunonianum,perennial sedge
LK10,-33.0419,119.9911,MESPRE,,Cyperaceae,Mesomelaena,preissii,Mesomelaena preissii,perennial sedge
LK10,-33.0419,119.9911,SCHBRE_A,,Cyperaceae,Schoenus,breviculmis,Schoenus breviculmis,perennial sedge
LK10,-33.0419,119.9911,SCHVAFBR,,Cyperaceae,Schoenus,vel.,Schoenus vel.,NA
LK11,-33.4742,119.7419,GAHANC,,Cyperaceae,Gahnia,ancistrophylla,Gahnia ancistrophylla,perennial sedge
LK11,-33.4742,119.7419,MESSTY,,Cyperaceae,Mesomelaena,stygia,Mesomelaena stygia,perennial sedge
LK11,-33.4742,119.7419,SCHSUB_D,,Cyperaceae,Schoenus,subflavus,Schoenus subflavus,perennial sedge
LK14,-33.2423,119.7622,LEPDRU,,Cyperaceae,Lepidosperma,drummondii,Lepidosperma drummondii,perennial sedge
LK15,-33.4997,119.6782,LEPBRU,,Cyperaceae,Lepidosperma,brunonianum,Lepidosperma brunonianum,perennial sedge
LK15,-33.4997,119.6782,SCHSUB_D,,Cyperaceae,Schoenus,subflavus,Schoenus subflavus,perennial sedge
LK15,-33.4997,119.6782,SCHSUB_C,,Cyperaceae,Schoenus,subfascicularis,Schoenus subfascicularis,perennial sedge
LK16,-33.3375,119.4939,LEPAFFSQ,,Cyperaceae,Lepidosperma,aff.,Lepidosperma aff.,NA
LK19,-32.9675,119.761,LEPBRU,,Cyperaceae,Lepidosperma,brunonianum,Lepidosperma brunonianum,perennial sedge
LK19,-32.9675,119.761,SCHSUB_D,,Cyperaceae,Schoenus,subflavus,Schoenus subflavus,perennial sedge
LK19,-32.9675,119.761,MESPRE,,Cyperaceae,Mesomelaena,preissii,Mesomelaena preissii,perennial sedge
LK19,-32.9675,119.761,LEPSP._D,,Cyperaceae,Lepidosperma,sp.K,Lepidosperma sp.K,NA
LK19,-32.9675,119.761,SCHVAFBR,,Cyperaceae,Schoenus,vel.,Schoenus vel.,NA
LK20,-33.0885,119.6619,GAHANC,,Cyperaceae,Gahnia,ancistrophylla,Gahnia ancistrophylla,perennial sedge
LK20,-33.0885,119.6619,LEPBRU,,Cyperaceae,Lepidosperma,brunonianum,Lepidosperma brunonianum,perennial sedge
LK23,-33.2719,119.6808,GAHANC,,Cyperaceae,Gahnia,ancistrophylla,Gahnia ancistrophylla,perennial sedge
LK23,-33.2719,119.6808,SCHOBT,,Cyperaceae,Schoenus,obtusifolius,Schoenus obtusifolius,perennial sedge
LK23,-33.2719,119.6808,MESSTY,,Cyperaceae,Mesomelaena,stygia,Mesomelaena stygia,perennial sedge
LK23,-33.2719,119.6808,SCHSUB_D,,Cyperaceae,Schoenus,subflavus,Schoenus subflavus,perennial sedge
LK24,-33.2615,119.7578,LEPTEN_A,,Cyperaceae,Lepidosperma,tenue,Lepidosperma tenue,perennial sedge
LK24,-33.2615,119.7578,SCHOSP24,,Cyperaceae,Schoenus,sp.,Schoenus sp.,NA
ML01,-28.9807,115.0441,CAUDIO,,Cyperaceae,Caustis,dioica,Caustis dioica,perennial sedge
ML01,-28.9807,115.0441,SCHBRE_B,,Cyperaceae,Schoenus,brevisetis,Schoenus brevisetis,perennial sedge
ML01,-28.9807,115.0441,MESPRE,,Cyperaceae,Mesomelaena,preissii,Mesomelaena preissii,perennial sedge
ML01,-28.9807,115.0441,SCHCLA,,Cyperaceae,Schoenus,clandestinus,Schoenus clandestinus,perennial sedge
ML01,-28.9807,115.0441,LEPLEP,,Cyperaceae,Lepidosperma,leptostachyum,Lepidosperma leptostachyum,perennial sedge
ML01,-28.9807,115.0441,SCHPLE,,Cyperaceae,Schoenus,pleiostemoneus,Schoenus pleiostemoneus,perennial sedge
ML02,-28.9201,115.2152,LEPAFFSQ,,Cyperaceae,Lepidosperma,aff.,Lepidosperma aff.,NA
ML02,-28.9201,115.2152,LEPBRU,,Cyperaceae,Lepidosperma,brunonianum,Lepidosperma brunonianum,perennial sedge
ML02,-28.9201,115.2152,SCHLAT,,Cyperaceae,Schoenus,latitans,Schoenus latitans,perennial sedge
ML03,-28.9179,115.4299,MESPRE,,Cyperaceae,Mesomelaena,preissii,Mesomelaena preissii,perennial sedge
ML03,-28.9179,115.4299,SCHLAT,,Cyperaceae,Schoenus,latitans,Schoenus latitans,perennial sedge
ML03,-28.9179,115.4299,SCHNAN,,Cyperaceae,Schoenus,nanus,Schoenus nanus,annual sedge
ML07,-28.4005,115.5765,SCHNAN,,Cyperaceae,Schoenus,nanus,Schoenus nanus,annual sedge
ML09,-28.4142,115.198,SCHNAN,,Cyperaceae,Schoenus,nanus,Schoenus nanus,annual sedge
ML09,-28.4142,115.198,SCHPLU,,Cyperaceae,Schoenus,plumosus,Schoenus plumosus,annual sedge
ML13,-28.7223,115.3299,MESPRE,,Cyperaceae,Mesomelaena,preissii,Mesomelaena preissii,perennial sedge
ML13,-28.7223,115.3299,SCHLAT,,Cyperaceae,Schoenus,latitans,Schoenus latitans,perennial sedge
ML17,-28.9909,115.0578,LEPBRU,,Cyperaceae,Lepidosperma,brunonianum,Lepidosperma brunonianum,perennial sedge
ML17,-28.9909,115.0578,MESPRE,,Cyperaceae,Mesomelaena,preissii,Mesomelaena preissii,perennial sedge
ML17,-28.9909,115.0578,SCHNAN,,Cyperaceae,Schoenus,nanus,Schoenus nanus,annual sedge
ML17,-28.9909,115.0578,SCHCLA,,Cyperaceae,Schoenus,clandestinus,Schoenus clandestinus,perennial sedge
ML19,-28.7436,115.0147,MESPRE,,Cyperaceae,Mesomelaena,preissii,Mesomelaena preissii,perennial sedge
ML23,-28.615,115.9547,BULBAR,,Cyperaceae,Bulbostylis,barbata,Bulbostylis barbata,NA
ML23,-28.615,115.9547,SCHNAN,,Cyperaceae,Schoenus,nanus,Schoenus nanus,annual sedge
ML24,-28.6338,115.6367,CHRDIS,,Cyperaceae,Chrysitrix,distigmatosa,Chrysitrix distigmatosa,perennial sedge
ML24,-28.6338,115.6367,SCHSUB_A,,Cyperaceae,Schoenus,subaphyllus,Schoenus subaphyllus,perennial sedge
MN01,-31.7416,119.0839,SCHNAN,,Cyperaceae,Schoenus,nanus,Schoenus nanus,annual sedge
MN04,-31.5964,118.7566,LEPBRU,,Cyperaceae,Lepidosperma,brunonianum,Lepidosperma brunonianum,perennial sedge
MN05,-31.5777,118.7401,LEPRES,,Cyperaceae,Lepidosperma,resinosum,Lepidosperma resinosum,perennial sedge
MN05,-31.5777,118.7401,SCHCAL,,Cyperaceae,Schoenus,calcatus,Schoenus calcatus,perennial sedge
MN06,-31.7614,119.0734,LEPRES,,Cyperaceae,Lepidosperma,resinosum,Lepidosperma resinosum,perennial sedge
MN06,-31.7614,119.0734,LEPCOS,,Cyperaceae,Lepidosperma,costale,Lepidosperma costale,perennial sedge
MN06,-31.7614,119.0734,SCHNAN,,Cyperaceae,Schoenus,nanus,Schoenus nanus,annual sedge
MN07,-31.2119,118.3031,LEPCOS,,Cyperaceae,Lepidosperma,costale,Lepidosperma costale,perennial sedge
MN10,-31.2446,118.4078,LEPCOS,,Cyperaceae,Lepidosperma,costale,Lepidosperma costale,perennial sedge
MN11,-31.2565,118.396,GAHDRU,,Cyperaceae,Gahnia,drummondii,Gahnia drummondii,perennial sedge
MN18,-31.4055,118.6844,SCHNAN,,Cyperaceae,Schoenus,nanus,Schoenus nanus,annual sedge
MN22,-31.4903,118.8965,SCHNANDW,,Cyperaceae,Schoenus,nanus,Schoenus nanus,annual sedge
MN22,-31.4903,118.8965,SCHNAN,,Cyperaceae,Schoenus,nanus,Schoenus nanus,annual sedge
MN24,-31.5013,118.8816,MESPRE,,Cyperaceae,Mesomelaena,preissii,Mesomelaena preissii,perennial sedge
MN24,-31.5013,118.8816,LEPCOS,,Cyperaceae,Lepidosperma,costale,Lepidosperma costale,perennial sedge
MN24,-31.5013,118.8816,SCHCAL,,Cyperaceae,Schoenus,calcatus,Schoenus calcatus,perennial sedge
MN24,-31.5013,118.8816,SCHSP._A,,Cyperaceae,Schoenus,sp.A1,Schoenus sp.A1,NA
MN24,-31.5013,118.8816,SCHVAFBR,,Cyperaceae,Schoenus,vel.,Schoenus vel.,NA
MN25,-31.6033,118.7697,LEPDRU,,Cyperaceae,Lepidosperma,drummondii,Lepidosperma drummondii,perennial sedge
MN25,-31.6033,118.7697,SCHNAN,,Cyperaceae,Schoenus,nanus,Schoenus nanus,annual sedge
MO01,-29.4646,116.2096,CHRDIS,,Cyperaceae,Chrysitrix,distigmatosa,Chrysitrix distigmatosa,perennial sedge
MO01,-29.4646,116.2096,MESPRE,,Cyperaceae,Mesomelaena,preissii,Mesomelaena preissii,perennial sedge
MO05,-29.1001,115.9934,CHRDIS,,Cyperaceae,Chrysitrix,distigmatosa,Chrysitrix distigmatosa,perennial sedge
MO05,-29.1001,115.9934,SCHNAN,,Cyperaceae,Schoenus,nanus,Schoenus nanus,annual sedge
MO06,-28.8788,115.8429,SCHNAN,,Cyperaceae,Schoenus,nanus,Schoenus nanus,annual sedge
MO09,-29.2536,116.3685,SCHNAN,,Cyperaceae,Schoenus,nanus,Schoenus nanus,annual sedge
MO10,-29.2593,116.3849,SCHNAN,,Cyperaceae,Schoenus,nanus,Schoenus nanus,annual sedge
MO16,-28.8819,115.8443,ISOCER,,Cyperaceae,Isolepis,cernua,Isolepis cernua,annual sedge
MO16,-28.8819,115.8443,SCHELE,,Cyperaceae,Schoenus,elegans,Schoenus elegans,annual sedge
MO16,-28.8819,115.8443,SCHNAN,,Cyperaceae,Schoenus,nanus,Schoenus nanus,annual sedge
NO01,-28.5696,114.6414,LEPAFFSQ,,Cyperaceae,Lepidosperma,aff.,Lepidosperma aff.,NA
NO01,-28.5696,114.6414,SCHNAN,,Cyperaceae,Schoenus,nanus,Schoenus nanus,annual sedge
NO02,-28.5471,114.6612,CHOENO,,Cyperaceae,Chorizandra,enodis,Chorizandra enodis,perennial sedge
NO02,-28.5471,114.6612,LEPTEN_A,,Cyperaceae,Lepidosperma,tenue,Lepidosperma tenue,perennial sedge
NO02,-28.5471,114.6612,SCHCLA,,Cyperaceae,Schoenus,clandestinus,Schoenus clandestinus,perennial sedge
NO02,-28.5471,114.6612,SCHVAR,,Cyperaceae,Schoenus,variicellae,Schoenus variicellae,annual sedge
NO03,-28.5456,114.6653,LEPLEP,,Cyperaceae,Lepidosperma,leptostachyum,Lepidosperma leptostachyum,perennial sedge
NO05,-28.5358,114.7348,SCHCLA,,Cyperaceae,Schoenus,clandestinus,Schoenus clandestinus,perennial sedge
NO05,-28.5358,114.7348,MESPSE,,Cyperaceae,Mesomelaena,pseudostygia,Mesomelaena pseudostygia,perennial sedge
NO05,-28.5358,114.7348,LEPAFFTE,,Cyperaceae,Lepidosperma,aff.,Lepidosperma aff.,NA
NO05,-28.5358,114.7348,MESPRE,,Cyperaceae,Mesomelaena,preissii,Mesomelaena preissii,perennial sedge
NO05,-28.5358,114.7348,SCHNAN,,Cyperaceae,Schoenus,nanus,Schoenus nanus,annual sedge
NO06,-28.5312,114.7381,LEPISPN6,,Cyperaceae,Lepidosperma,sp.,Lepidosperma sp.,NA
NO06,-28.5312,114.7381,SCHCLA,,Cyperaceae,Schoenus,clandestinus,Schoenus clandestinus,perennial sedge
NO06,-28.5312,114.7381,SCHNAN,,Cyperaceae,Schoenus,nanus,Schoenus nanus,annual sedge
NO06,-28.5312,114.7381,MESPRE,,Cyperaceae,Mesomelaena,preissii,Mesomelaena preissii,perennial sedge
NO06,-28.5312,114.7381,TETMIC,,Cyperaceae,Tetraria,microcarpa,Tetraria microcarpa,perennial sedge
NO10,-28.1023,114.5687,CHRDIS,,Cyperaceae,Chrysitrix,distigmatosa,Chrysitrix distigmatosa,perennial sedge
NO10,-28.1023,114.5687,MESPSE,,Cyperaceae,Mesomelaena,pseudostygia,Mesomelaena pseudostygia,perennial sedge
NO10,-28.1023,114.5687,TETMIC,,Cyperaceae,Tetraria,microcarpa,Tetraria microcarpa,perennial sedge
NO10,-28.1023,114.5687,SCHNAN,,Cyperaceae,Schoenus,nanus,Schoenus nanus,annual sedge
NO10,-28.1023,114.5687,SCHCLA,,Cyperaceae,Schoenus,clandestinus,Schoenus clandestinus,perennial sedge
NO13,-28.5448,114.6636,LEPTEN_A,,Cyperaceae,Lepidosperma,tenue,Lepidosperma tenue,perennial sedge
NO13,-28.5448,114.6636,SCHCLA,,Cyperaceae,Schoenus,clandestinus,Schoenus clandestinus,perennial sedge
NO14,-28.4782,114.6326,LEPSQU_A,,Cyperaceae,Lepidosperma,squamatum,Lepidosperma squamatum,perennial sedge
NO14,-28.4782,114.6326,LEPTEN_A,,Cyperaceae,Lepidosperma,tenue,Lepidosperma tenue,perennial sedge
NO14,-28.4782,114.6326,SCHNAN,,Cyperaceae,Schoenus,nanus,Schoenus nanus,annual sedge
NO14,-28.4782,114.6326,SCHCLA,,Cyperaceae,Schoenus,clandestinus,Schoenus clandestinus,perennial sedge
NO15,-27.8879,114.2188,SCHNAN,,Cyperaceae,Schoenus,nanus,Schoenus nanus,annual sedge
NO16,-27.8912,114.538,SCHLAT,,Cyperaceae,Schoenus,latitans,Schoenus latitans,perennial sedge
NO16,-27.8912,114.538,MESPRE,,Cyperaceae,Mesomelaena,preissii,Mesomelaena preissii,perennial sedge
NO18,-28.1707,114.6455,SCHNAN,,Cyperaceae,Schoenus,nanus,Schoenus nanus,annual sedge
NO18,-28.1707,114.6455,LEPTEN_A,,Cyperaceae,Lepidosperma,tenue,Lepidosperma tenue,perennial sedge
NO18,-28.1707,114.6455,SCHCLA,,Cyperaceae,Schoenus,clandestinus,Schoenus clandestinus,perennial sedge
NR01,-32.6111,117.1,CAUDIO,,Cyperaceae,Caustis,dioica,Caustis dioica,perennial sedge
NR01,-32.6111,117.1,MESPRE,,Cyperaceae,Mesomelaena,preissii,Mesomelaena preissii,perennial sedge
NR01,-32.6111,117.1,SCHNAN,,Cyperaceae,Schoenus,nanus,Schoenus nanus,annual sedge
NR02,-33.0908,117.1714,LEPLEP,,Cyperaceae,Lepidosperma,leptostachyum,Lepidosperma leptostachyum,perennial sedge
NR02,-33.0908,117.1714,LEPPRU,P3,Cyperaceae,Lepidosperma,pruinosum,Lepidosperma pruinosum,perennial sedge
NR02,-33.0908,117.1714,LEPTEN_A,,Cyperaceae,Lepidosperma,tenue,Lepidosperma tenue,perennial sedge
NR02,-33.0908,117.1714,SCHCUR,,Cyperaceae,Schoenus,curvifolius,Schoenus curvifolius,perennial sedge
NR02,-33.0908,117.1714,TETOCT,,Cyperaceae,Tetraria,octandra,Tetraria octandra,perennial sedge
NR03,-32.7828,116.865,SCHNAN,,Cyperaceae,Schoenus,nanus,Schoenus nanus,annual sedge
NR04,-32.8108,116.8897,LEPCOS,,Cyperaceae,Lepidosperma,costale,Lepidosperma costale,perennial sedge
NR05,-32.8544,116.8292,TETOCT,,Cyperaceae,Tetraria,octandra,Tetraria octandra,perennial sedge
NR05,-32.8544,116.8292,LEPCOS,,Cyperaceae,Lepidosperma,costale,Lepidosperma costale,perennial sedge
NR05,-32.8544,116.8292,TETCAP,,Cyperaceae,Tetraria,capillaris,Tetraria capillaris,perennial sedge
NR06,-33.0528,117.2408,LEPTEN_A,,Cyperaceae,Lepidosperma,tenue,Lepidosperma tenue,perennial sedge
NR07,-33.1461,117.0536,LEPLEP,,Cyperaceae,Lepidosperma,leptostachyum,Lepidosperma leptostachyum,perennial sedge
